,base_page_url,parent_page_url,current_page_url,page_hop,parent_page_index,parent_page_toc_item,abs_page_toc_item,index,toc_item,ancestor_toc_item,page_contents
10,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EB%A9%A4%EB%B2%84%20%EA%B0%84%20%EC%BC%80%EB%AF%B8,1,2.1.,멤버 간 케미,멤버/멤버 간 케미//멤버 간 케미/2인/민주 + 모카,2.1.5.,민주 + 모카,멤버 간 케미/2인,"미모즈🧡 민주의 스펠링 MINJU + 모카의 스펠링 MOKA가 결합되어서 만들어졌다. 2024년 7월 5일 아일릿 자체 컨텐츠  아일릿의 밤에서 공식화가 되었다.  어사즈 알유넥스트 마지막화 지목토크 하는 시간에 연습생 중 가장 어색한 사이로 서로를 지목하여 얻은 별명이다. 촬영일 이후 어색하지 않은 사이가 되었다고 하지만, 첫 Weverse 라이브에서도 언급된 만큼 새로운 조합명이 등장하기 전까지는 계속 사용 될 듯하다."
11,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EB%A9%A4%EB%B2%84%20%EA%B0%84%20%EC%BC%80%EB%AF%B8,1,2.1.,멤버 간 케미,멤버/멤버 간 케미//멤버 간 케미/2인/민주 + 원희,2.1.6.,민주 + 원희,멤버 간 케미/2인,"마희쭈🧡 마+ 원희+ 민주.(#fn-1; 주 → 쭈)각자 이름의 글자를 따마이쮸에 빗댄 조합명으로, 2024년 5월 7일두 유 마~희쭈에서 공식화되었다.  콩알즈🧡 동글동글 귀엽다고 해서 지어진 조합명으로,  비하인드 더 쇼 240402에서 공식화되었다."
12,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EB%A9%A4%EB%B2%84%20%EA%B0%84%20%EC%BC%80%EB%AF%B8,1,2.1.,멤버 간 케미,멤버/멤버 간 케미//멤버 간 케미/2인/민주 + 이로하,2.1.7.,민주 + 이로하,멤버 간 케미/2인,"울보즈 팀 내에서 가장 눈물이 많은 멤버라는 공통점이 있는 울보즈 민주와 이로하의 조합이다. 이로하는 알유넥스트 최종화 내 친구를 소개합니다. 영상에서 민주와 원희에게 눈물이 많은 멤버로 뽑혔다. 민주는 알유넥스트 4라운드에서 워스트를 받자 속상함에 눈물을 흘리다가 ""또 울어버렸다"" 하는 모습이 나오는 등 방송에서 우는 모습을 많이 보여주었어서 이로하와 함께 눈물이 많은 멤버이다.  슈크림즈 민주랑 이로하 둘 다슈크림붕어빵파라서 붙혀진 이름이다.(#fn-2; 민주 답글 #이로하 포스트-밑에서 두 번째 답글)그러나 2024년 5월 15일 음악 방송 비하인드BEHIND-IT에서 모카가 슈크림 붕어빵파임을 밝혔다."
13,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EB%A9%A4%EB%B2%84%20%EA%B0%84%20%EC%BC%80%EB%AF%B8,1,2.1.,멤버 간 케미,멤버/멤버 간 케미//멤버 간 케미/2인/모카 + 원희,2.1.8.,모카 + 원희,멤버 간 케미/2인,모희또즈🧡 모카 + 원희. 각자 이름의 글자를 따 모히또에 빗댄 조합명을 만들었다. 2024년 3월 29일  모희또즈의 슈퍼리얼 폐호텔 탐험에서 공식화가 되었다.
14,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EB%A9%A4%EB%B2%84%20%EA%B0%84%20%EC%BC%80%EB%AF%B8,1,2.1.,멤버 간 케미,멤버/멤버 간 케미//멤버 간 케미/2인/모카 + 이로하,2.1.9.,모카 + 이로하,멤버 간 케미/2인,모카롱🧡 모카 + 이로하. 각자 이름의 글자를 따 마카롱에 빗댄 조합명이다. 2023년 10월 24일 아일릿 제주도 리얼리티  I’LL LIKE IT!에서 공식화가 되었다.
15,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EB%A9%A4%EB%B2%84%20%EA%B0%84%20%EC%BC%80%EB%AF%B8,1,2.1.,멤버 간 케미,멤버/멤버 간 케미//멤버 간 케미/2인/원희 + 이로하,2.1.10.,원희 + 이로하,멤버 간 케미/2인,"막내즈🧡 팀 내에서 가장 어린 07년생 원희, 08년생 이로하를 나이로 묶은 조합명이다. 2023년 10월 31일 아일릿 제주도 리얼리티  I’LL LIKE IT!에서 공식화가 되었다.  희어로즈🧡 원희 + 이로하. 각자 이름의 글자를 따 히어로즈에 빗댄 조합명을 만들었다. 2024년 1월 23일 아일릿 자체 컨텐츠 I'LL-IT Ready에서 공식화가 되었다.  꽃반지즈 알유넥스트 프로필 메이킹 필름에서 '(이로하한테 꽁냥꽁냥 반지 만들어주는 원희, 그렇게 해서 탄생한 꽃반지)'라는 장면이 나온다. 원희가 이로하한테 꽃반지 만들어주는 장면에서 비롯된 조합명이다."
16,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EB%A9%A4%EB%B2%84%20%EA%B0%84%20%EC%BC%80%EB%AF%B8,1,2.1.,멤버 간 케미,멤버/멤버 간 케미//멤버 간 케미/3인,2.2.,3인,멤버 간 케미,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
17,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EB%A9%A4%EB%B2%84%20%EA%B0%84%20%EC%BC%80%EB%AF%B8,1,2.1.,멤버 간 케미,멤버/멤버 간 케미//멤버 간 케미/3인/윤아 + 민주 + 모카,2.2.1.,윤아 + 민주 + 모카,멤버 간 케미/3인,04즈🧡 팀 내 2004년생을 지칭하는 조합명이다. 2024년 7월 7일 아일릿 자체 컨텐츠  SUPER ILLIT에서 공식화가 되었다.  언니즈 팀 내 언니들을 지칭하는 조합. 07년생~08년생으로 구성된 막내즈와 대비되는 조합이다.#
18,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EB%A9%A4%EB%B2%84%20%EA%B0%84%20%EC%BC%80%EB%AF%B8,1,2.1.,멤버 간 케미,멤버/멤버 간 케미//멤버 간 케미/3인/윤아 + 민주 + 원희,2.2.2.,윤아 + 민주 + 원희,멤버 간 케미/3인,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
19,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EB%A9%A4%EB%B2%84%20%EA%B0%84%20%EC%BC%80%EB%AF%B8,1,2.1.,멤버 간 케미,멤버/멤버 간 케미//멤버 간 케미/3인/윤아 + 민주 + 이로하,2.2.3.,윤아 + 민주 + 이로하,멤버 간 케미/3인,호박아즈🧡 '호'카조노 이로하 +'박'민주 + 노윤'아'를 합한 조합명이다. 2024년 2월 4일Weverse LIVE에서 탄생한 조합명이다.(#fn-3; 21분 38초 참고.)
20,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EB%A9%A4%EB%B2%84%20%EA%B0%84%20%EC%BC%80%EB%AF%B8,1,2.1.,멤버 간 케미,멤버/멤버 간 케미//멤버 간 케미/3인/윤아 + 모카 + 원희,2.2.4.,윤아 + 모카 + 원희,멤버 간 케미/3인,"부웊후즈🧡 제주도의 테마파크 스누피가든에서 원희가 BOO팻말, 모카가 WOOF팻말, 윤아가 WHO팻말을 들고 있었어서 윤아가 직접 만들어낸 조합명이다. 자막에서도 ""부웊후 조합 많사부♡""라고 나오면서 부웊후즈가 되었다. 2023년 11월 14일 아일릿 제주도 리얼리티  I’LL LIKE IT!에서 공식화가 되었다.  햄치치🧡 모카를 햄스터로 비유해'햄' + 윤아를 치타에 비유해'치' + 원희를 강아지 치와와에 비유해서'치'. 합쳐서햄치치라는 조합명이 되었다. 2024년 1월 15일Weverse LIVE에서 탄생한 조합명이다.(#fn-4; 21분 26초 참고.)"
21,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EB%A9%A4%EB%B2%84%20%EA%B0%84%20%EC%BC%80%EB%AF%B8,1,2.1.,멤버 간 케미,멤버/멤버 간 케미//멤버 간 케미/3인/윤아 + 모카 + 이로하,2.2.5.,윤아 + 모카 + 이로하,멤버 간 케미/3인,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
22,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EB%A9%A4%EB%B2%84%20%EA%B0%84%20%EC%BC%80%EB%AF%B8,1,2.1.,멤버 간 케미,멤버/멤버 간 케미//멤버 간 케미/3인/윤아 + 원희 + 이로하,2.2.6.,윤아 + 원희 + 이로하,멤버 간 케미/3인,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
23,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EB%A9%A4%EB%B2%84%20%EA%B0%84%20%EC%BC%80%EB%AF%B8,1,2.1.,멤버 간 케미,멤버/멤버 간 케미//멤버 간 케미/3인/민주 + 모카 + 원희,2.2.7.,민주 + 모카 + 원희,멤버 간 케미/3인,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
24,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EB%A9%A4%EB%B2%84%20%EA%B0%84%20%EC%BC%80%EB%AF%B8,1,2.1.,멤버 간 케미,멤버/멤버 간 케미//멤버 간 케미/3인/민주 + 모카 + 이로하,2.2.8.,민주 + 모카 + 이로하,멤버 간 케미/3인,"초식즈🧡 민주는 토끼, 모카는 햄찌, 이로하는 아기병아리로 비유해서 초식 동물이 모여 생긴 조합명이다. 2023년 11월 28일 아일릿 제주도 리얼리티  I’LL LIKE IT!에서 공식화가 되었다."
25,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EB%A9%A4%EB%B2%84%20%EA%B0%84%20%EC%BC%80%EB%AF%B8,1,2.1.,멤버 간 케미,멤버/멤버 간 케미//멤버 간 케미/3인/민주 + 원희 + 이로하,2.2.9.,민주 + 원희 + 이로하,멤버 간 케미/3인,"콩자반즈🧡 민주는 콩자반 헤이터, 원희는 콩자반 러버, 이로하는 콩자반을 몰라서 생긴 조합명이다. 2024년 3월 27일 'Magnetic' MV Shoot Sketch  BEHIND-IT에서 공식화가 되었다."
26,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EB%A9%A4%EB%B2%84%20%EA%B0%84%20%EC%BC%80%EB%AF%B8,1,2.1.,멤버 간 케미,멤버/멤버 간 케미//멤버 간 케미/3인/모카 + 원희 + 이로하,2.2.10.,모카 + 원희 + 이로하,멤버 간 케미/3인,"이모이(고구마)즈🧡 이로하 +모카 +이원희 → 이모이즈 → 고구마즈. 2023년 10월 8일Weverse LIVE에서 탄생한 조합명이다.(#fn-5; 26분 28초 ~ 28분 58초 참고. ""いも(이모)""가 일본어로 감자,고구마 종류 식물을 뜻하는데, 그래서 이모이즈가 한국어로 고구마즈가 되었다.)  ISFP(잇프피)즈🧡 팀 내 MBTI가 ISFP인 멤버들을 지칭하는 조합이다. 2023년 10월 31일 아일릿 제주도 리얼리티  I’LL LIKE IT!에서 공식화가 되었다. 그러나 멜론 하이라이징 프로필에 따르면 이로하의 MBTI가 INFJ로 바뀌었다.#"
27,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EB%A9%A4%EB%B2%84%20%EA%B0%84%20%EC%BC%80%EB%AF%B8,1,2.1.,멤버 간 케미,멤버/멤버 간 케미//FOOTNOTES,EOD.,FOOTNOTES,,"[1] 주 → 쭈[2] 민주 답글 #이로하 포스트-밑에서 두 번째 답글[3] 21분 38초 참고.[4] 21분 26초 참고.[5] 26분 28초 ~ 28분 58초 참고. ""いも(이모)""가 일본어로 감자,고구마 종류 식물을 뜻하는데, 그래서 이모이즈가 한국어로 고구마즈가 되었다."
28,https://namu.wiki/w/ILLIT,,https://namu.wiki/w/ILLIT,0,,,멤버/알유넥스트에서의 멤버들,2.2.,알유넥스트에서의 멤버들,멤버,"1위,원희3,299,395점,소속사 선택(3위),소속사 선택(5위),민주2,961,696점,이로하2,569,421점,소속사 선택,소속사 선택,모카2,111,375점,윤아2,512,654점, 최종 데뷔조, 1위,원희3,299,395점, 소속사 선택(3위),소속사 선택(5위),민주2,961,696점,이로하2,569,421점, 소속사 선택,소속사 선택,모카2,111,375점,윤아2,512,654점,"
29,https://namu.wiki/w/ILLIT,,https://namu.wiki/w/ILLIT,0,,,멤버/알유넥스트의 멤버별 평가 내역,2.3.,알유넥스트의 멤버별 평가 내역,멤버,"멤버,1R트라이아웃,2R데스매치,3R올라운더,4R포지션 장악력,5R콘셉트 이해력,6R세미파이널,7R파이널,원희,Dreams Come True,FEARLESSMID-A,Dream of You,우주를 건너보컬A,다섯 번째 계절 (SSFWL),Scrum,Aim High,MY BAG,Feel Special,민주,Bad Girl Good Girl,FEARLESSMID-A,4 Walls,불티(spark)보컬B,I Don't Care,Scrum,Desperate,Tie a Cherry,Feel Special,이로하,달라달라,Given-TakenHIGH-B,The Boys,뱅(Bang)!댄스A,Monster,Scrum,Desperate,MONEY,Shut Down블랙유닛,Feel Special,모카,TOMBOY,AttentionMID-B,Dream of You,Tell Me댄스B,다섯 번째 계절 (SSFWL),Scrum,Aim High,MY BAG,Feel Special,윤아,Bad Girl Good Girl,AttentionHIGH-A,The Boys,우주를 건너보컬A,Monster,Pride,Aim High,MONEY,ELEVEN, 멤버,1R트라이아웃,2R데스매치,3R올라운더,4R포지션 장악력,5R콘셉트 이해력,6R세미파이널,7R파이널,원희,Dreams Come True,FEARLESSMID-A,Dream of You,우주를 건너보컬A,다섯 번째 계절 (SSFWL),Scrum,Aim High,MY BAG,Feel Special,민주,Bad Girl Good Girl,FEARLESSMID-A,4 Walls,불티(spark)보컬B,I Don't Care,Scrum,Desperate,Tie a Cherry,Feel Special,이로하,달라달라,Given-TakenHIGH-B,The Boys,뱅(Bang)!댄스A,Monster,Scrum,Desperate,MONEY,Shut Down블랙유닛,Feel Special,모카,TOMBOY,AttentionMID-B,Dream of You,Tell Me댄스B,다섯 번째 계절 (SSFWL),Scrum,Aim High,MY BAG,Feel Special,윤아,Bad Girl Good Girl,AttentionHIGH-A,The Boys,우주를 건너보컬A,Monster,Pride,Aim High,MONEY,ELEVEN,"
30,https://namu.wiki/w/ILLIT,,https://namu.wiki/w/ILLIT,0,,,특징,3.,특징,,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
31,https://namu.wiki/w/ILLIT,,https://namu.wiki/w/ILLIT,0,,,특징/로고,3.1.,로고,특징," ,"
32,https://namu.wiki/w/ILLIT,,https://namu.wiki/w/ILLIT,0,,,특징/그룹명,3.2.,그룹명,특징," ,그룹명인 ILLIT은 자주적이고 진취적인 의지(I Will)와 특별한 무언가를 의미하는 대명사(It)을 결합하여 무엇이든 될 수 있고, 무엇이 될지 기대된다는 의미를 담고 있다.,빌리프랩,"
33,https://namu.wiki/w/ILLIT,,https://namu.wiki/w/ILLIT,0,,,특징/콘셉트,3.3.,콘셉트,특징,"'하이브 막내딸' 아일릿, 청초한 소녀들의 슈퍼 리얼 10대 감성아일릿의 SUPER REAL ME 콘셉트 필름 영상 속 이들을 보고 있으면 ‘같이 놀고 싶은 우리 반 친구’가 떠오른다. 카메라를 의식하지 않고 자유롭게 노는, 때로는 엉뚱하지만 자신의 취향을 적극적으로 표현할 줄 아는 10대 소녀들의 모습이 영상에 고스란히 그려졌다.REAL ME 버전이 '우리 반 친구 같은 있는 그대로의 진짜 나'를 표현했다면, SUPER ME 버전에서 아일릿은 현실과 상상의 경계를 넘나드는 초월적 소녀들로 변신했다.윤아는 작은 방에서 거인이 되는가 하면, 민주는 물방울이 보이는 정원에서 혼자만의 시간을 즐긴다. 모카는 인형들 사이에 파묻혀 있거나, 원희는 구름을 침대 삼아 누워 있고, 이로하는 파란 꽃무늬의 유니콘과 노는 기발한 상상력을 드러낸다.빌리프랩은 아일릿의 SUPER ME 버전 콘셉트는 실제로 멤버들이 새벽에 하는 생각, 상상을 반영했다고 하며 ""엉뚱 발랄하지만 자신들만의 시각으로 세상을 바라보고 표현할 줄 아는, 무엇이든 될 수 있는 가능성과 잠재력을 지닌 그룹 아일릿의 이야기""에 주목해달라고 설명했다.엔하이픈과 연결되는 세계관은 별도로 있지 않다. 독자적인 아일릿만의 명확한 콘셉트가 있다는 기사"
34,https://namu.wiki/w/ILLIT,,https://namu.wiki/w/ILLIT,0,,,특징/실력,3.4.,실력,특징,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
35,https://namu.wiki/w/ILLIT,,https://namu.wiki/w/ILLIT,0,,,특징/실력/보컬,3.4.1.,보컬,특징/실력,"공식적인 포지션은 없으나 사실 상 민주가 노래 실력이 매우 뛰어나 메인보컬, 윤아가 카리스마 있는 실력으로 리드보컬, 모카, 원희, 이로하는 서브보컬로 구분된다.  모카는 특유의 귀여운 음색을 가지고 있고 약간의 비음으로 가벼운 음색을 표현한다, 원희는 노래할때 음색이 청순하고 아름다우며, 이로하는 비음이 없으며 귀여운 음색을 가지고 있다.  각 멤버의 유니크하고 매력적 음색과 톤이 매우 매력적이게 어우러져 다소 몽환적인 느낌이 들게 한다. "
36,https://namu.wiki/w/ILLIT,,https://namu.wiki/w/ILLIT,0,,,특징/실력/댄스,3.4.2.,댄스,특징/실력,"공식적인 포지션은 없지만, 모카와 이로하가 주요 댄스 포지션으로 구분된다.  이로하: 만 3세에 전문적인 춤을 추는 영상이 있을 정도로 어릴 적부터 춤 연습을 해왔으며, 파워풀하면서 정확한 춤선이 특징이다.  모카: 과거 댄스 크루원으로 활동했던 만큼 춤 실력이 뛰어나며, 춤선이 깔끔하고 정확하다. 표정연기로도 호평을 받았다.  모카와 이로하 이외에도 윤아와 민주도 긴 연습생 생활을 한 만큼 수준급의 춤 실력을 지녔다. 원희 또한 비교적 짧은 연습생 생활에도 불구하고 눈에 띄는 성장을 이루었다는 평가를 받았었다. "
37,https://namu.wiki/w/ILLIT,,https://namu.wiki/w/ILLIT,0,,,특징/실력/랩,3.4.3.,랩,특징/실력,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
38,https://namu.wiki/w/ILLIT,,https://namu.wiki/w/ILLIT,0,,,특징/비주얼,3.5.,비주얼,특징," 멤버들의 비주얼이 모두 독특하다. 멤버마다 있는 각자의 매력들이 적절하게 어우러져, 각양각색의 개성있는 외모로 한 팀을 이루고 있다.  윤아: ILLIT의 대표적인 '고양이'상. 새침한 듯 화려하면서도 맹수같은 외모.  민주: 청순하면서도 화려한 비주얼의 정석미인이자 고전미인이며, 배우상의 외모.  모카: 청순하고 귀여운 외모를 지녔으며, 알유넥스트 코치진들의 얘기로는 다양한 콘셉트에 다양하게 어울릴 수 있는 외모.  원희: 막내로 오해를 자주 받을 만큼 '귀염'상의 동글동글한 얼굴에 강아지 같은 덕후몰이상 외모.  이로하: 나른하고 신비로운 분위기에 귀여움과 예쁨이 섞여 특유의 꼬부기를 닮은 느낌이 나는 아이돌상 외모.  ,"
